dataset,time,Prec@5,Prec@10,Prec@15,Prec@20,Prec@25,Prec@30,Prec@35,Prec@40,Prec@45,Prec@50,Recall@5,Recall@10,Recall@15,Recall@20,Recall@25,Recall@30,Recall@35,Recall@40,Recall@45,Recall@50,NDCG@5,NDCG@10,NDCG@15,NDCG@20,NDCG@25,NDCG@30,NDCG@35,NDCG@40,NDCG@45,NDCG@50,num_factors,max_iter,lambda_u,lambda_v,theta
ml-1m_tmp_0.7_10,288.6524877548218,0.26068965517241305,0.24078817733990066,0.22463054187192075,0.21802955665024687,0.21261083743842385,0.20568144499178892,0.2000281491907116,0.19438423645320252,0.18907498631636632,0.1845320197044339,0.026371513395107283,0.04638510129505188,0.06359883056059919,0.08065121650513224,0.0969356979496228,0.11168031523688479,0.1252937164640973,0.13827047883521745,0.15123466177940903,0.16145898261612746,0.26797620833449237,0.25387689513551664,0.24355346866924873,0.24055110929735185,0.23918010680580185,0.2374410689279219,0.23675037760133863,0.23628039485493804,0.2362599372192869,0.23622192228499608,10,250,1.0,1.0,0.125
ml-1m_tmp_0.7_10,296.33349204063416,0.2346798029556644,0.2132019704433488,0.2024302134646959,0.19389162561576384,0.186088669950739,0.17986863711001555,0.1747220267417322,0.17197044334975403,0.167750410509032,0.16512315270935987,0.025880717570171245,0.044509510014639916,0.06291362204454805,0.07784278738184484,0.09253507665242713,0.10727388616920759,0.11877429235805133,0.1320009300594798,0.14223476889889056,0.15393242403609672,0.24026105414195936,0.22638066822280065,0.2204501550366252,0.21625750950002456,0.213199696000377,0.21203247606680647,0.21127942753322237,0.21267175809688008,0.212742210051649,0.21424370220088051,30,250,1.0,1.0,0.125
ml-1m_tmp_0.7_10,308.688435792923,0.2177339901477826,0.20325123152709268,0.1931034482758618,0.18443349753694618,0.17765517241379333,0.17175697865352957,0.16619282195637003,0.16332512315270956,0.16045977011494325,0.1567487684729067,0.023320667554009827,0.04054650121395581,0.056337467578425685,0.07253078132890439,0.08826920097598526,0.09972861605532511,0.11147527326628517,0.12377056892316053,0.1339679084310981,0.14217469545276504,0.22557956975597943,0.21533065668548645,0.2093577774757604,0.20529397607859604,0.20321966524399102,0.20155621778703034,0.20059607262477397,0.2016389950474407,0.20251338425794194,0.20249178041709395,50,250,1.0,1.0,0.125
